season,away_team,home_team,away_goals,home_goals,away_shots,home_shots,away_xg,home_xg,url,away_eng,home_eng,away_ev_goals,home_ev_goals
20252026,Clarkson,Canisius,1.0,3.0,32.0,32.0,2.4,1.9,https://www.collegehockeynews.com/box/final/20251003/clk/cns/,0.0,1.0,1,1
20252026,Connecticut,Colorado College,2.0,4.0,29.0,38.0,3.1,3.6,https://www.collegehockeynews.com/box/final/20251003/con/cc_/,0.0,1.0,2,2
20252026,Bemidji State,Alaska-Anchorage,9.0,2.0,31.0,29.0,2.2,2.0,https://www.collegehockeynews.com/box/final/20251003/bmj/aka/,0.0,0.0,8,2
20252026,Mercyhurst,Michigan,1.0,11.0,16.0,48.0,1.7,6.8,https://www.collegehockeynews.com/box/final/20251003/mrc/mic/,0.0,0.0,1,7
20252026,Michigan Tech,Minnesota,3.0,6.0,28.0,34.0,3.5,3.2,https://www.collegehockeynews.com/box/final/20251003/mtu/min/,0.0,1.0,3,5
20252026,Wisconsin,Lindenwood,3.0,0.0,33.0,22.0,3.7,2.3,https://www.collegehockeynews.com/box/final/20251003/wis/lin/,1.0,0.0,0,0
20252026,Penn State,Arizona State,6.0,3.0,47.0,38.0,3.6,2.7,https://www.collegehockeynews.com/box/final/20251003/psu/asu/,1.0,0.0,3,2
20252026,Quinnipiac,Boston College,4.0,3.0,30.0,15.0,3.3,1.6,https://www.collegehockeynews.com/box/final/20251003/qui/bc_/,0.0,0.0,4,1
20252026,Ferris State,Miami,4.0,6.0,36.0,41.0,2.8,3.5,https://www.collegehockeynews.com/box/final/20251003/fsu/mia/,0.0,1.0,3,3
20252026,Minnesota-Duluth,Alaska,5.0,1.0,29.0,16.0,3.7,2.2,https://www.collegehockeynews.com/box/final/20251003/mnd/akf/,1.0,0.0,3,1
20252026,Merrimack,Mass.-Lowell,0.0,4.0,17.0,36.0,2.5,3.9,https://www.collegehockeynews.com/box/final/20251003/mer/uml/,0.0,0.0,0,2
20252026,Lake Superior,Stonehill,5.0,3.0,23.0,43.0,2.6,3.8,https://www.collegehockeynews.com/box/final/20251004/lss/stn/,0.0,0.0,4,2
20252026,Bemidji State,Alaska-Anchorage,5.0,0.0,37.0,23.0,2.6,1.4,https://www.collegehockeynews.com/box/final/20251004/bmj/aka/,0.0,0.0,4,0
20252026,Army,Union,1.0,1.0,26.0,39.0,2.8,4.5,https://www.collegehockeynews.com/box/final/20251004/arm/uni/,0.0,0.0,0,1
20252026,Penn State,Arizona State,4.0,2.0,46.0,47.0,3.2,3.2,https://www.collegehockeynews.com/box/final/20251004/psu/asu/,1.0,0.0,1,2
20252026,Connecticut,Colorado College,5.0,1.0,32.0,27.0,3.4,3.6,https://www.collegehockeynews.com/box/final/20251004/con/cc_/,0.0,0.0,2,1
20252026,St. Lawrence,Niagara,2.0,5.0,22.0,35.0,2.0,4.0,https://www.collegehockeynews.com/box/final/20251004/stl/nia/,0.0,0.0,1,0
20252026,Ferris State,Miami,1.0,3.0,20.0,27.0,2.1,2.2,https://www.collegehockeynews.com/box/final/20251004/fsu/mia/,0.0,1.0,0,2
20252026,St. Thomas,St. Cloud State,4.0,3.0,29.0,30.0,3.4,3.1,https://www.collegehockeynews.com/box/final/20251004/stt/stc/,0.0,0.0,3,1
20252026,Long Island,Boston University,2.0,4.0,38.0,32.0,2.7,2.6,https://www.collegehockeynews.com/box/final/20251004/liu/bu_/,0.0,0.0,2,2
20252026,Mercyhurst,Michigan,0.0,7.0,11.0,51.0,0.9,6.0,https://www.collegehockeynews.com/box/final/20251004/mrc/mic/,0.0,0.0,0,3
20252026,Michigan Tech,Minnesota,5.0,3.0,33.0,13.0,3.0,1.7,https://www.collegehockeynews.com/box/final/20251004/mtu/min/,1.0,0.0,3,3
