Day,Date,Time,Visitor_Team,Visitor_Score,Location_Indicator,Home_Team,Home_Score,OT_Info,Notes,Type,Is_Final,Is_Neutral,Is_Exhibition,Is_OT,Season
Fri.,2022-09-23,7:07 AT,Simon Fraser,1,@,Alaska Anchorage,0,,,ex,True,False,True,False,20222023
Sat.,2022-09-24,7:07 AT,Simon Fraser,0,@,Alaska,6,,,ex,True,False,True,False,20222023
Sat.,2022-10-01,6:07 ET,Bowling Green,6,@,Northern Michigan,4,,,cc2,True,False,False,False,20222023
Sat.,2022-10-01,4:00 ET,Niagara,2,@,Canisius,0,,,ex,True,False,True,False,20222023
Sat.,2022-10-01,7:30 ET,Boston College,1,@,Holy Cross,2,,,ex,True,False,True,False,20222023
Sat.,2022-10-01,6:05 MT,Colorado College,5,@,Air Force,1,,,ex,True,False,True,False,20222023
Sat.,2022-10-01,7:00 ET,Windsor,2,@,Michigan,8,,,ex,True,False,True,False,20222023
Sat.,2022-10-01,7:00 ET,USNTDP,4,@,Michigan State,3,,,ex,True,False,True,False,20222023
Sat.,2022-10-01,2:07 ET,Lake Superior,2,@,Michigan Tech,5,,,ex,True,False,True,False,20222023
Sat.,2022-10-01,4:00 ET,Toronto,2,@,Quinnipiac,4,,,ex,True,False,True,False,20222023
Sat.,2022-10-01,7:00 ET,Ottawa,3,@,Clarkson,7,,,ex,True,False,True,False,20222023
Sat.,2022-10-01,4:00 ET,Colgate,4,@,RPI,2,,,ex,True,False,True,False,20222023
Sat.,2022-10-01,7:00 ET,PEI,0,@,Maine,1,,,ex,True,False,True,False,20222023
Sat.,2022-10-01,2:00 ET,Western Ontario,2,@,Providence,5,,,ex,True,False,True,False,20222023
Sat.,2022-10-01,7:00 ET,Sacred Heart,3,@,Massachusetts,2,,,ex,True,False,True,False,20222023
Sat.,2022-10-01,6:00 MT,UNLV,0,@,Denver,10,,,ex,True,False,True,False,20222023
Sat.,2022-10-01,6:07 CT,Manitoba,1,@,North Dakota,5,,,ex,True,False,True,False,20222023
Sat.,2022-10-01,6:07 CT,Minnesota State,2,@,Omaha,7,,,ex,True,False,True,False,20222023
Sat.,2022-10-01,7:00 ET,Connecticut,4,@,Vermont,1,,,he,True,False,False,False,20222023
Sat.,2022-10-01,7:05 ET,Ohio State,4,@,Mercyhurst,2,,,nc,True,False,False,False,20222023
Sat.,2022-10-01,7:00 CT,Lindenwood,0,@,Minnesota,4,,,nc,True,False,False,False,20222023
Sat.,2022-10-01,6:07 CT,St. Cloud State,3,@,St. Thomas,1,,,nc,True,False,False,False,20222023
Sat.,2022-10-01,7:07 AT,aic,1,@,Alaska,1,OT,,nc,True,False,False,True,20222023
Sat.,2022-10-01,6:07 AT,Western Michigan,1,@,Alaska Anchorage,3,,,nc,True,False,False,False,20222023
Sat.,2022-10-01,7:00 ET,RIT,3,@,Union,4,,,nc,True,False,False,False,20222023
Sat.,2022-10-01,7:00 ET,Bentley,2,@,Boston University,8,,,nc,True,False,False,False,20222023
Sat.,2022-10-01,7:30 ET,LIU,2,@,Northeastern,3,OT,,nc,True,False,False,True,20222023
Sat.,2022-10-01,6:05 ET,St. Lawrence,0,@,UMass Lowell,4,,,nc,True,False,False,False,20222023
Sat.,2022-10-01,5:05 ET,Ferris State,2,@,Miami,2,OT,,nc,True,False,False,True,20222023
Sat.,2022-10-01,6:07 CT,Arizona State,2,@,Minnesota Duluth,3,OT,,nc,True,False,False,True,20222023
Sun.,2022-10-02,6:07 ET,Bowling Green,3,@,Northern Michigan,4,OT,,cc2,True,False,False,True,20222023
Sun.,2022-10-02,4:00 ET,Western,4,@,Sacred Heart,6,,,ex,True,False,True,False,20222023
Sun.,2022-10-02,1:00 CT,Lakehead,3,@,Wisconsin,2,OT,,ex,True,False,True,True,20222023
Sun.,2022-10-02,5:00 ET,USNTDP,5,@,Notre Dame,3,,,ex,True,False,True,False,20222023
Sun.,2022-10-02,,Nispissing,1,@,Lake Superior,6,,,ex,True,False,True,False,20222023
Sun.,2022-10-02,3:00 ET,Toronto,2,@,RPI,1,,,ex,True,False,True,False,20222023
Sun.,2022-10-02,5:00 ET,Guelph,1,@,Colgate,5,,,ex,True,False,True,False,20222023
Sun.,2022-10-02,1:00 ET,Providence,2,@,Quinnipiac,4,,,ex,True,False,True,False,20222023
Sun.,2022-10-02,4:00 ET,Connecticut,3,@,Vermont,1,,,he,True,False,False,False,20222023
Sun.,2022-10-02,4:05 ET,Ohio State,4,@,Mercyhurst,1,,,nc,True,False,False,False,20222023
Sun.,2022-10-02,4:00 ET,Union,2,@,Army,2,OT,,nc,True,False,False,True,20222023
Sun.,2022-10-02,7:00 CT,Lindenwood,4,@,Minnesota,6,,,nc,True,False,False,False,20222023
Sun.,2022-10-02,4:07 AT,aic,1,@,Alaska,2,,,nc,True,False,False,False,20222023
Sun.,2022-10-02,5:07 AT,Western Michigan,4,@,Alaska Anchorage,1,,,nc,True,False,False,False,20222023
Sun.,2022-10-02,4:00 CT,St. Thomas,0,@,St. Cloud State,4,,,nc,True,False,False,False,20222023
Sun.,2022-10-02,3:05 ET,Ferris State,1,@,Miami,4,,,nc,True,False,False,False,20222023
Sun.,2022-10-02,4:07 CT,Arizona State,1,@,Minnesota Duluth,4,,,nc,True,False,False,False,20222023
Mon.,2022-10-03,6:07 ET,Lakehead,0,@,Michigan Tech,6,,,ex,True,False,True,False,20222023
Fri.,2022-10-07,7:05 ET,Army,2,@,RIT,3,,,ah,True,False,False,False,20222023
Fri.,2022-10-07,7:00 ET,Wisconsin,1,@,Ohio State,3,,,b10,True,False,False,False,20222023
Fri.,2022-10-07,7:00 ET,Lake Superior,2,@,USNTDP,5,,,ex,True,False,True,False,20222023
Fri.,2022-10-07,7:00 ET,Vermont,2,@,Northeastern,5,,,he,True,False,False,False,20222023
Fri.,2022-10-07,7:05 MT,Maine,4,@,Air Force,1,,,nc,True,False,False,False,20222023
Fri.,2022-10-07,7:07 MT,Notre Dame,2,@,Denver,5,,,nc,True,False,False,False,20222023
Fri.,2022-10-07,7:00 ET,Canisius,2,@,Penn State,5,,,nc,True,False,False,False,20222023
Fri.,2022-10-07,7:05 CT,Minnesota State,1,@,Minnesota,4,,,nc,True,False,False,False,20222023
Fri.,2022-10-07,7:00 ET,Bowling Green,3,@,Michigan State,1,,,nc,True,False,False,False,20222023
Fri.,2022-10-07,7:00 ET,Lindenwood,4,@,Michigan,7,,,nc,True,False,False,False,20222023
Fri.,2022-10-07,7:07 ET,Michigan Tech,1,@,Ferris State,2,,,nc,True,False,False,False,20222023
Fri.,2022-10-07,7:07 CT,Alaska,4,@,St. Thomas,2,,,nc,True,False,False,False,20222023
Fri.,2022-10-07,7:07 CT,Arizona State,3,@,Bemidji State,0,,,nc,True,False,False,False,20222023
Fri.,2022-10-07,7:00 ET,Mercyhurst,3,@,RPI,6,,,nc,True,False,False,False,20222023
Fri.,2022-10-07,7:00 ET,Northern Michigan,3,@,Colgate,2,,,nc,True,False,False,False,20222023
Fri.,2022-10-07,7:00 ET,New Hampshire,4,@,Clarkson,3,OT,,nc,True,False,False,True,20222023
Fri.,2022-10-07,7:00 ET,Merrimack,1,@,St. Lawrence,3,,,nc,True,False,False,False,20222023
Fri.,2022-10-07,7:00 ET,Sacred Heart,1,@,Providence,6,,,nc,True,False,False,False,20222023
Fri.,2022-10-07,7:00 ET,Quinnipiac,4,@,Boston College,0,,,nc,True,False,False,False,20222023
Fri.,2022-10-07,7:05 ET,Union,1,@,Connecticut,4,,,nc,True,False,False,False,20222023
Fri.,2022-10-07,7:15 ET,Miami,3,@,UMass Lowell,1,,,nc,True,False,False,False,20222023
Fri.,2022-10-07,7:07 CT,Holy Cross,0,@,North Dakota,6,,,nc,True,False,False,False,20222023
