Day,Date,Time,Visitor_Team,Visitor_Score,Location_Indicator,Home_Team,Home_Score,OT_Info,Notes,Type,Is_Final,Is_Neutral,Is_Exhibition,Is_OT,Season
Fri.,2020-11-13,7:00 ET,Wisconsin,2,@,Notre Dame,0,,,b10,True,False,False,False,20202021
Fri.,2020-11-13,7:07 ET,Adrian,2,@,Bowling Green,6,,,nc,True,False,False,False,20202021
Sat.,2020-11-14,7:00 ET,Wisconsin,5,@,Notre Dame,3,,,b10,True,False,False,False,20202021
Sat.,2020-11-14,3:00 ET,Arizona State,1,@,Michigan,8,,,nc,True,False,False,False,20202021
Sun.,2020-11-15,7:00 ET,Arizona State,0,@,Michigan,3,,,nc,True,False,False,False,20202021
Thu.,2020-11-19,6:00 CT,Michigan,5,@,Wisconsin,2,,,b10,True,False,False,False,20202021
Thu.,2020-11-19,7:30 CT,Penn State,1,@,Minnesota,4,,,b10,True,False,False,False,20202021
Thu.,2020-11-19,6:05 ET,LIU,3,@,Holy Cross,2,OT,,nc,True,False,False,True,20202021
Thu.,2020-11-19,6:00 ET,Arizona State,1,@,Michigan State,1,OT,,nc,True,False,False,True,20202021
Fri.,2020-11-20,3:00 CT,Penn State,2,@,Minnesota,3,,,b10,True,False,False,False,20202021
Fri.,2020-11-20,6:00 CT,Michigan,2,@,Wisconsin,1,OT,,b10,True,False,False,True,20202021
Fri.,2020-11-20,6:00 ET,Connecticut,1,@,Massachusetts,5,,,he,True,False,False,False,20202021
Fri.,2020-11-20,6:00 ET,Arizona State,0,@,Michigan State,2,,,nc,True,False,False,False,20202021
Sat.,2020-11-21,4:00 ET,Massachusetts,2,@,Connecticut,2,OT,,he,True,False,False,True,20202021
Sat.,2020-11-21,7:05 ET,uah,2,@,Robert Morris,5,,,nc,True,False,False,False,20202021
Sat.,2020-11-21,7:05 ET,Bowling Green,5,@,Adrian,0,,,nc,True,False,False,False,20202021
Sat.,2020-11-21,5:07 ET,Michigan Tech,0,@,Lake Superior,0,OT,,nc,True,False,False,True,20202021
Sun.,2020-11-22,4:05 ET,LIU,2,@,Holy Cross,5,,,nc,True,False,False,False,20202021
Sun.,2020-11-22,4:05 ET,uah,3,@,Robert Morris,4,,,nc,True,False,False,False,20202021
Sun.,2020-11-22,4:00 ET,Clarkson,2,@,Colgate,1,,,nc,True,False,False,False,20202021
Sun.,2020-11-22,3:07 ET,Michigan Tech,1,@,Lake Superior,4,,,nc,True,False,False,False,20202021
Sun.,2020-11-22,5:07 CT,Minnesota State,5,@,Bemidji State,0,,,nc,True,False,False,False,20202021
Mon.,2020-11-23,5:00 CT,Penn State,3,@,Wisconsin,6,,,b10,True,False,False,False,20202021
Mon.,2020-11-23,7:30 CT,Ohio State,1,@,Minnesota,4,,,b10,True,False,False,False,20202021
Tue.,2020-11-24,5:00 CT,Penn State,3,@,Wisconsin,7,,,b10,True,False,False,False,20202021
Tue.,2020-11-24,7:30 CT,Ohio State,0,@,Minnesota,2,,,b10,True,False,False,False,20202021
Fri.,2020-11-27,5:05 ET,Canisius,5,@,Robert Morris,2,,,ah,True,False,False,False,20202021
Fri.,2020-11-27,3:05 ET,Air Force,1,@,aic,3,,,ah,True,False,False,False,20202021
Fri.,2020-11-27,7:00 ET,Notre Dame,3,@,Michigan,2,,,b10,True,False,False,False,20202021
Fri.,2020-11-27,6:00 ET,Massachusetts,3,@,Boston College,4,,,he,True,False,False,False,20202021
Fri.,2020-11-27,5:00 ET,Clarkson,5,@,RIT,8,,,nc,True,False,False,False,20202021
Fri.,2020-11-27,7:07 ET,Adrian,3,@,Lake Superior,5,,,nc,True,False,False,False,20202021
Sat.,2020-11-28,4:05 ET,Canisius,4,@,Robert Morris,5,,,ah,True,False,False,False,20202021
Sat.,2020-11-28,3:05 ET,Air Force,1,@,aic,2,,,ah,True,False,False,False,20202021
Sat.,2020-11-28,5:30 ET,Michigan State,3,@,Ohio State,2,OT,,b10,True,False,False,True,20202021
Sat.,2020-11-28,7:00 ET,Notre Dame,2,@,Michigan,1,,,b10,True,False,False,False,20202021
Sat.,2020-11-28,4:30 ET,Boston College,6,@,Massachusetts,3,,,he,True,False,False,False,20202021
Sat.,2020-11-28,7:00 CT,Arizona State,8,@,Wisconsin,5,,,nc,True,False,False,False,20202021
Sun.,2020-11-29,5:30 ET,Michigan State,2,@,Ohio State,4,,,b10,True,False,False,False,20202021
Sun.,2020-11-29,4:00 CT,Arizona State,3,@,Wisconsin,1,,,nc,True,False,False,False,20202021
Sun.,2020-11-29,5:00 ET,RIT,1,@,Clarkson,5,,,nc,True,False,False,False,20202021
Sun.,2020-11-29,2:05 ET,Lake Superior,2,@,Adrian,1,,,nc,True,False,False,False,20202021
Tue.,2020-12-01,6:35 ET,Holy Cross,2,@,Bentley,1,OT,,ah,True,False,False,True,20202021
Tue.,2020-12-01,3:35 CT,Omaha,3,vs,Minnesota Duluth,5,,,nt,True,True,False,False,20202021
Tue.,2020-12-01,7:35 CT,St. Cloud State,4,vs,Western Michigan,3,,,nt,True,True,False,False,20202021
Tue.,2020-12-01,7:05 ET,Bowling Green,6,@,Robert Morris,3,,,nc,True,False,False,False,20202021
Wed.,2020-12-02,6:00 ET,Michigan,3,@,Penn State,1,,,b10,True,False,False,False,20202021
Wed.,2020-12-02,3:35 CT,Miami,0,vs,North Dakota,2,,,nt,True,True,False,False,20202021
